account_id,created_at,seat_role,is_workspace_owner,signup_source,country,created_by_admin,email_domain,plan,mrr
acc_36e75c11941d,2026-02-14T16:05:58Z,admin,false,docs,ES,false,harbor-co.com,free,0
acc_c6f4dfaea37a,2026-03-06T09:46:44Z,admin,false,partner-directory,IE,false,cedardigital.io,free,0
acc_d1c0b34443d1,2026-03-16T17:39:46Z,agent,false,partner-directory,SG,false,outlook.com,free,0
acc_00779cb61730,2026-03-24T19:18:44Z,owner,true,(organic),DE,false,kestrel-io.de,free,0
acc_8abcdb48cda8,2026-02-20T10:30:31Z,admin,false,q3-search,DE,false,hotmail.com,free,0
acc_2e832b8519cc,2026-03-31T08:41:36Z,owner,true,docs,US,false,nimbus-cloud.co.uk,free,0
acc_6fd588015119,2026-07-15T10:02:18Z,agent,false,(direct),US,false,onyxsoftware.co.uk,free,0
acc_6db0d24993ce,2026-04-20T12:41:57Z,owner,true,q3-search,FR,false,proton.me,free,0
acc_3c219d2b932c,2026-02-01T11:26:18Z,owner,true,(organic),IE,false,icloud.com,free,0
acc_f2972c3806c7,2026-07-02T15:37:37Z,agent,false,partner-directory,FR,false,juno-solutions.net,free,0
acc_e032a16160ed,2026-07-23T16:48:06Z,admin,false,(organic),US,false,northsolutions.io,free,0
acc_7e41bcf41305,2026-06-15T08:06:57Z,owner,true,docs,FR,false,meridian-cloud.com,free,0
acc_622f2da46f3a,2026-03-28T12:34:58Z,admin,false,(organic),IN,false,outlook.com,free,0
acc_4952101dc87f,2026-07-15T11:15:57Z,agent,false,q3-search,US,false,onyx-co.co,free,0
acc_639c2cae2569,2026-07-06T11:21:47Z,admin,false,(organic),AU,false,lumen-co.de,free,0
acc_3ab5453f5fa8,2026-02-23T11:56:06Z,owner,true,partner-directory,IN,false,verano-solutions.com,starter,49
acc_2730dfe564c8,2026-05-15T17:45:54Z,agent,false,q3-search,AU,false,piersolutions.de,free,0
acc_d96c77d3bdfb,2026-02-20T23:33:16Z,agent,false,partner-directory,US,false,northhq.com,free,0
acc_e6237571c10c,2026-03-08T13:54:19Z,owner,true,(organic),SE,false,quill-io.co,free,0
acc_477cd3544115,2026-03-31T11:29:23Z,owner,true,(organic),US,false,proton.me,free,0
acc_b9c3eca8beea,2026-04-08T11:50:14Z,owner,true,partner-directory,SG,false,ridge-app.ai,free,0
acc_e69f7876a861,2026-05-12T11:27:54Z,agent,false,(organic),US,false,kestrel-app.de,free,0
acc_ca608acb0787,2026-05-02T11:50:41Z,agent,false,(organic),SG,false,cedar-software.com,free,0
acc_4d6d8d604833,2026-05-26T19:24:25Z,owner,true,(organic),IN,false,icloud.com,free,0
acc_0a3ef63c4653,2026-03-05T14:40:39Z,owner,true,partner-directory,GB,false,proton.me,free,0
acc_459dd0019359,2026-07-09T11:48:59Z,owner,true,partner-directory,IN,false,icloud.com,team,149
acc_14791d0b16d5,2026-06-07T06:46:55Z,agent,false,(organic),US,false,stacksystems.ai,free,0
acc_fd247ccba87b,2026-05-08T20:23:15Z,admin,false,q3-search,PL,false,proton.me,free,0
acc_c9ee6bfcc8ed,2026-04-14T11:54:40Z,agent,false,(organic),DE,false,marlowtech.ai,free,0
acc_1fa3cb5c30cc,2026-03-28T13:07:34Z,owner,true,q3-search,AU,false,solacelabs.nl,free,0
acc_cdd38d191b43,2026-05-23T09:49:17Z,agent,false,(organic),CA,false,vertexgroup.nl,free,0
acc_c2ed5623c63d,2026-04-21T15:00:21Z,agent,false,q3-search,DE,false,vertexsolutions.co,free,0
acc_3940702d395f,2026-06-09T13:06:04Z,admin,false,(direct),AU,false,outlook.com,free,0
acc_05a24a99a442,2026-07-20T08:50:43Z,owner,true,(organic),IN,false,yahoo.com,free,0
acc_66dab5018419,2026-05-31T17:58:51Z,owner,true,docs,CA,false,vertex-solutions.co,free,0
acc_35748f3075c5,2026-05-29T23:26:56Z,agent,false,q3-search,US,false,orbithq.co,free,0
acc_193b6de84c68,2026-03-17T17:45:46Z,owner,true,docs,PL,false,solacegroup.io,free,0
acc_4dec1406ff6e,2026-05-06T20:48:54Z,agent,false,q3-search,IN,false,pilot-app.net,free,0
acc_feac3e6ca898,2026-02-11T13:54:35Z,agent,false,q3-search,PL,false,stack-tech.com,free,0
acc_c0168e42bb44,2026-04-17T18:55:14Z,admin,false,(organic),NL,false,lattice-tech.com,free,0
acc_0e6af56b66ac,2026-02-04T08:02:08Z,agent,false,q3-search,ES,false,coppercloud.de,free,0
acc_3d78afef2f0a,2026-06-15T19:25:13Z,admin,false,(organic),US,false,hotmail.com,free,0
acc_7c1c1075e84d,2026-05-19T11:05:03Z,admin,false,docs,IN,false,latticeworks.nl,free,0
acc_b30d70024bb9,2026-05-22T14:34:27Z,agent,false,(direct),PL,false,kestrel-app.co.uk,free,0
acc_3b011a6f4335,2026-06-03T20:41:15Z,agent,false,partner-directory,US,false,gmail.com,starter,49
acc_f03fab9e3511,2026-06-22T17:00:21Z,admin,false,(organic),PL,false,proton.me,free,0
acc_b0619c4a3922,2026-03-31T09:46:51Z,agent,false,q3-search,ES,false,harbordigital.ai,free,0
acc_b8eab0356222,2026-06-15T11:45:23Z,owner,true,(direct),IE,false,glide-studio.nl,starter,49
acc_0278fc8b510e,2026-03-20T04:55:09Z,agent,false,(organic),FR,false,copper-solutions.de,free,0
acc_8023a7e73c41,2026-05-14T08:04:33Z,agent,false,(direct),ES,false,gmail.com,free,0
acc_d165853b5406,2026-02-12T09:32:58Z,owner,true,(organic),NL,false,quill-software.io,free,0
acc_47ae37739c86,2026-06-09T09:59:40Z,admin,false,(organic),US,false,proton.me,free,0
acc_c06f50c3a432,2026-02-12T10:41:50Z,agent,false,(organic),FR,false,onyxsolutions.ai,free,0
acc_b1dba5b1b9e9,2026-05-30T14:56:34Z,agent,false,(direct),IN,false,pilot-cloud.nl,free,0
acc_88562ecf4980,2026-02-17T13:12:11Z,admin,false,partner-directory,NL,false,kestrel-co.com,free,0
acc_2f4a7b03150c,2026-06-20T16:23:37Z,agent,false,(direct),CA,false,tempocloud.com,free,0
acc_c6e490bbb2cd,2026-05-08T16:40:08Z,admin,false,(organic),BR,false,orbit-tech.net,free,0
acc_adb1dff51115,2026-05-21T11:50:41Z,owner,true,q3-search,FR,false,onyxpartners.com,free,0
acc_cc137e35089d,2026-05-06T07:53:17Z,agent,false,(organic),SE,false,outlook.com,free,0
acc_6d349ef34f51,2026-03-23T15:34:24Z,owner,true,partner-directory,US,false,gmail.com,team,149
acc_8094e02ab944,2026-05-29T22:43:34Z,admin,false,(direct),SE,false,pilotapp.io,free,0
acc_fbc492e6ea0d,2026-06-06T14:37:51Z,admin,false,(organic),NL,false,lattice-works.com,free,0
acc_64dd97ae9b70,2026-02-26T10:34:04Z,admin,false,(organic),GB,false,outlook.com,free,0
acc_c456698ca63c,2026-02-28T10:41:57Z,agent,false,q3-search,SG,false,forgepartners.co,free,0
acc_345e9c396607,2026-05-15T04:17:06Z,agent,false,(organic),US,false,basil-app.com,free,0
acc_e275cdabc7c7,2026-05-21T15:16:31Z,admin,false,docs,NL,false,lumen-hq.com,free,0
acc_778a05c47948,2026-05-11T09:09:48Z,agent,false,q3-search,US,false,solace-io.ai,free,0
acc_8c2fa39e9518,2026-06-22T16:37:29Z,owner,true,partner-directory,US,false,solaceapp.ai,team,149
acc_3f30697fc2ce,2026-06-26T19:24:04Z,owner,true,docs,SG,false,marlow-app.co,free,0
acc_35229c665907,2026-03-07T22:58:28Z,agent,false,docs,GB,false,hotmail.com,free,0
acc_58c93cefa826,2026-04-14T18:10:54Z,agent,false,q3-search,BR,false,orbit-hq.de,free,0
acc_feb49a037053,2026-07-22T19:11:19Z,owner,true,q3-search,SG,false,atlas-tech.com,free,0
acc_5768dfffc7a5,2026-02-25T21:59:14Z,owner,true,docs,CA,false,summit-io.co.uk,team,149
acc_c873e5b1fc81,2026-07-25T16:38:48Z,owner,true,(organic),BR,false,hotmail.com,free,0
acc_b67e5abcb807,2026-07-26T11:08:01Z,owner,true,(organic),US,false,junosoftware.io,free,0
acc_e26dae2a56a7,2026-05-29T14:20:11Z,agent,false,q3-search,IN,false,onyx-labs.com,free,0
acc_0f73eb70826c,2026-07-05T15:00:44Z,agent,false,q3-search,BR,false,hotmail.com,free,0
acc_50dc63604c52,2026-06-26T23:25:00Z,admin,false,(organic),US,false,hotmail.com,free,0
acc_fd2eeadc4770,2026-07-28T19:16:30Z,admin,false,partner-directory,GB,false,basil-group.com,free,0
acc_ef6e36d25e09,2026-04-09T19:21:48Z,owner,true,q3-search,AU,false,proton.me,free,0
acc_da67755bc4c6,2026-04-28T08:13:59Z,owner,true,q3-search,US,false,vertex-works.co,free,0
acc_22b9dd47f04c,2026-07-07T16:23:30Z,agent,false,partner-directory,CA,false,summit-co.ai,free,0
acc_573d6a024409,2026-06-25T16:31:01Z,agent,false,q3-search,DE,false,bright-group.co,free,0
acc_f57d7f1e9873,2026-06-21T07:28:16Z,owner,true,docs,GB,false,marlow-group.co,free,0
acc_36996b7881f0,2026-03-10T15:40:31Z,admin,false,docs,AU,false,yahoo.com,free,0
acc_42eb35fb9c60,2026-02-20T13:48:18Z,agent,false,q3-search,US,false,kestrel-works.nl,free,0
acc_c1adb58af48d,2026-07-09T10:30:43Z,owner,true,partner-directory,IN,false,summit-solutions.com,free,0
acc_e1f00660ec92,2026-07-01T01:48:10Z,agent,false,(direct),AU,false,proton.me,free,0
acc_53d1c76c6c3a,2026-06-17T10:55:20Z,admin,false,q3-search,IN,false,forge-group.io,free,0
acc_247c498cff8c,2026-06-26T11:33:12Z,owner,true,(direct),DE,false,yahoo.com,free,0
acc_f5b93fc3460d,2026-07-26T15:19:41Z,admin,false,(direct),US,false,hotmail.com,free,0
acc_ac6e22bb2ad9,2026-04-24T00:55:32Z,owner,true,docs,GB,false,forgeio.io,starter,49
acc_67af61f15b90,2026-07-26T23:13:40Z,agent,false,(organic),US,false,onyx-partners.de,free,0
acc_048130f86ed7,2026-05-31T10:26:23Z,owner,true,docs,PL,false,outlook.com,free,0
acc_d74198720bf2,2026-05-25T08:32:33Z,agent,false,q3-search,DE,false,marlow-co.de,free,0
acc_aaa1eae01ec8,2026-07-12T08:36:33Z,owner,true,(organic),DE,false,harbor-digital.nl,free,0
acc_c1853b38da57,2026-05-27T11:02:34Z,owner,true,(organic),US,false,alpinesystems.com,free,0
acc_cefb73c999c3,2026-04-20T20:44:32Z,agent,false,(organic),US,false,proton.me,free,0
acc_dd5f285b58f8,2026-07-13T12:06:44Z,agent,false,(direct),NL,false,vertexgroup.nl,free,0
acc_182c21480c2a,2026-06-18T09:04:43Z,admin,false,q3-search,FR,false,hotmail.com,free,0
acc_634e0245e1b8,2026-06-17T07:21:52Z,agent,false,partner-directory,GB,false,harborsolutions.com,free,0
acc_6e2abdb199d2,2026-07-19T16:50:51Z,admin,false,docs,GB,false,proton.me,free,0
acc_5e390bcdc32d,2026-04-29T10:09:05Z,agent,false,partner-directory,DE,false,gmail.com,free,0
acc_97c47c89d0f5,2026-06-20T10:56:36Z,owner,true,(organic),SG,false,northpartners.de,free,0
acc_165066f4c493,2026-03-28T16:27:42Z,owner,true,partner-directory,US,false,pilotsolutions.co,free,0
acc_c0a004f66961,2026-07-20T07:43:05Z,owner,true,(direct),ES,false,summit-systems.com,free,0
acc_87ca8d2394fb,2026-03-15T10:24:20Z,admin,false,docs,IN,false,meridian-works.com,free,0
acc_4bf23a3e4429,2026-07-31T09:08:01Z,admin,false,docs,ES,false,tempo-co.ai,free,0
acc_d9c9d416d5b9,2026-05-31T13:57:00Z,owner,true,partner-directory,US,false,gmail.com,free,0
acc_726bc60ee951,2026-06-20T18:35:54Z,owner,true,partner-directory,ES,false,onyxco.co,free,0
acc_3909d5bf664a,2026-02-15T18:18:18Z,admin,false,partner-directory,ES,false,proton.me,free,0
acc_65935f3182a6,2026-02-22T14:39:47Z,owner,true,q3-search,BR,false,kestrel-digital.net,team,149
acc_e62b98c45c93,2026-07-18T05:47:12Z,owner,true,docs,US,false,harborworks.io,free,0
acc_c5258125f010,2026-04-10T10:03:13Z,admin,false,(organic),GB,false,outlook.com,free,0
acc_f379f68855cc,2026-02-09T22:06:26Z,owner,true,(organic),US,false,quill-studio.com,free,0
acc_f9e0d46319e0,2026-04-05T00:17:23Z,owner,true,partner-directory,NL,false,alpine-software.co.uk,free,0
acc_4dcb537128f7,2026-06-07T21:46:05Z,owner,true,docs,DE,false,proton.me,free,0
acc_1f2999ae4479,2026-03-27T17:58:52Z,owner,true,partner-directory,CA,false,marlow-app.co,starter,49
acc_d8e6b58db37d,2026-02-26T07:39:39Z,agent,false,q3-search,PL,false,latticeco.com,free,0
acc_c0cbdecc4580,2026-07-01T12:09:33Z,owner,true,q3-search,US,false,yahoo.com,free,0
acc_14f156fd3e65,2026-06-04T12:42:27Z,owner,true,docs,GB,false,basilapp.net,free,0
acc_6d99c4e3a78a,2026-02-07T16:48:13Z,agent,false,(organic),SG,false,copper-studio.com,free,0
acc_c16fd7f44aed,2026-05-17T17:08:26Z,owner,true,docs,US,false,northsolutions.ai,team,149
acc_6d7b300ee560,2026-07-29T11:26:13Z,admin,false,(organic),GB,false,alpine-io.de,free,0
acc_61378224694a,2026-04-25T19:21:00Z,agent,false,partner-directory,DE,false,icloud.com,free,0
acc_f088b57c7b84,2026-06-02T13:32:16Z,admin,false,(direct),CA,false,lumenhq.nl,free,0
acc_4cc463d67c39,2026-04-24T11:53:46Z,agent,false,(organic),ES,false,icloud.com,free,0
acc_cd34d484a89b,2026-04-27T21:08:53Z,owner,true,partner-directory,IN,false,nimbusstudio.com,free,0
acc_c116084c3931,2026-03-19T21:17:15Z,owner,true,q3-search,US,false,hotmail.com,free,0
acc_1628a4cb35b4,2026-04-30T13:56:03Z,agent,false,docs,PL,false,nimbus-studio.co.uk,free,0
acc_f1df87b42703,2026-04-25T18:37:21Z,admin,false,(direct),DE,false,yahoo.com,free,0
acc_c368014b1c32,2026-05-16T10:28:49Z,agent,false,(organic),ES,false,atlas-studio.com,free,0
acc_1461a327d96d,2026-02-09T10:40:32Z,owner,true,docs,US,false,bright-hq.com,free,0
acc_999486108e75,2026-05-02T16:55:52Z,agent,false,(direct),US,false,basilpartners.com,free,0
acc_bb407839346a,2026-04-01T02:10:47Z,owner,true,partner-directory,US,false,yahoo.com,free,0
acc_bfece352e651,2026-04-27T09:23:45Z,agent,false,(organic),IN,false,alpine-hq.com,free,0
acc_25fa6effb15e,2026-05-11T09:01:54Z,agent,false,q3-search,US,false,summit-io.net,free,0
acc_be3a7670beeb,2026-03-23T11:51:41Z,owner,true,docs,US,false,pilot-co.com,starter,49
acc_80b82d0db404,2026-07-30T08:24:48Z,admin,false,partner-directory,DE,false,kestrel-works.co.uk,free,0
acc_fb3801043056,2026-05-26T03:57:26Z,owner,true,(organic),US,false,alpinestudio.io,free,0
acc_4e93113936a8,2026-03-01T22:17:12Z,agent,false,(organic),DE,false,icloud.com,free,0
acc_fa0703e07689,2026-07-17T07:50:19Z,agent,false,partner-directory,DE,false,quill-tech.nl,free,0
acc_a31671e5be32,2026-05-26T09:14:35Z,agent,false,q3-search,AU,false,outlook.com,free,0
acc_563825028110,2026-06-04T10:01:17Z,admin,false,(direct),IN,false,yahoo.com,free,0
acc_9c17abb39ff1,2026-03-03T21:27:26Z,admin,false,(organic),PL,false,cedarapp.co.uk,free,0
acc_8523a2db00eb,2026-05-16T18:51:41Z,agent,false,(organic),AU,false,outlook.com,free,0
acc_69456259a692,2026-07-07T12:57:48Z,agent,false,docs,FR,false,hotmail.com,free,0
acc_ec259bd1bcf0,2026-02-03T14:32:40Z,owner,true,(direct),CA,false,outlook.com,free,0
acc_d556bb3ca787,2026-05-12T10:10:27Z,owner,true,partner-directory,IN,false,outlook.com,starter,49
acc_76f5869671b0,2026-07-18T00:09:46Z,owner,true,partner-directory,GB,false,latticesystems.io,free,0
acc_c212ae4f6cc4,2026-02-25T11:54:34Z,agent,false,docs,BR,false,hotmail.com,free,0
acc_190a731d8456,2026-04-05T10:11:51Z,agent,false,q3-search,PL,false,yahoo.com,free,0
acc_9d7cf9634a46,2026-05-07T02:49:54Z,agent,false,partner-directory,GB,false,outlook.com,free,0
acc_93a08c37a664,2026-05-12T16:12:54Z,agent,false,(direct),IN,false,proton.me,free,0
acc_4b14dfa0a792,2026-04-13T16:24:11Z,admin,false,q3-search,US,false,tandemsystems.co.uk,free,0
acc_088fab0ca74a,2026-05-23T06:25:25Z,owner,true,docs,PL,false,temposystems.co.uk,free,0
acc_170dcbb6c2d0,2026-02-27T08:45:10Z,agent,false,(direct),US,false,pier-cloud.com,free,0
acc_4f6ac7b187c2,2026-03-27T18:28:03Z,owner,true,(organic),CA,false,ridge-partners.ai,free,0
acc_a7e1e249d6e6,2026-04-03T12:04:10Z,owner,true,q3-search,DE,false,copper-studio.com,free,0
acc_b830ce3f0718,2026-02-26T15:12:42Z,agent,false,docs,US,false,onyx-cloud.com,free,0
acc_4177195f99b9,2026-02-28T13:30:14Z,agent,false,(organic),FR,false,hotmail.com,free,0
acc_0063204ad0e2,2026-07-19T14:46:14Z,admin,false,(organic),DE,false,solacetech.net,free,0
acc_d43bd10bd1b3,2026-02-14T00:57:54Z,agent,false,(organic),AU,false,gmail.com,free,0
acc_db51b575fec1,2026-07-24T13:29:13Z,admin,false,q3-search,AU,false,lumen-systems.net,free,0
acc_7b8b4f85e19f,2026-02-18T06:40:27Z,owner,true,(organic),ES,false,forgelabs.ai,team,149
acc_c624390d21eb,2026-06-05T15:27:28Z,owner,true,(organic),IE,false,northstudio.com,free,0
acc_a7563d36e668,2026-07-13T10:05:56Z,owner,true,docs,US,false,yahoo.com,free,0
acc_4477835612ad,2026-07-25T18:57:30Z,agent,false,q3-search,SG,false,stackgroup.de,free,0
acc_9196b62fd344,2026-02-23T18:58:44Z,owner,true,(organic),IE,false,latticetech.co,free,0
acc_c6c1117f3fec,2026-04-04T10:44:08Z,owner,true,partner-directory,BR,false,forge-io.ai,free,0
acc_d6473e3979db,2026-05-24T13:34:57Z,owner,true,(direct),NL,false,tempo-solutions.net,free,0
acc_96230d39db8e,2026-02-05T06:27:40Z,admin,false,partner-directory,GB,false,cedario.co.uk,free,0
acc_8ede4202b517,2026-04-23T11:11:25Z,agent,false,(organic),US,false,cedarpartners.com,free,0
acc_5aad1faf2450,2026-07-07T13:12:17Z,agent,false,partner-directory,CA,false,basil-co.co,free,0
acc_218b1112d99a,2026-07-13T13:56:51Z,admin,false,(organic),DE,false,forgepartners.co,free,0
acc_cf1f6ab712be,2026-07-11T14:20:31Z,admin,false,(organic),DE,false,vertex-tech.com,free,0
acc_77dbe92fc6d7,2026-03-09T00:41:42Z,agent,false,(organic),US,false,stackhq.com,free,0
acc_ee2351643c2a,2026-04-29T15:41:11Z,owner,true,(organic),IN,false,hotmail.com,free,0
acc_72c58f3ef7f3,2026-05-07T13:38:55Z,admin,false,q3-search,GB,false,icloud.com,free,0
acc_0d55e32a9476,2026-05-24T23:09:28Z,agent,false,(organic),US,false,stack-labs.com,free,0
acc_5cbad78a596c,2026-06-30T10:45:08Z,owner,true,(direct),AU,false,yahoo.com,free,0
acc_d538d53c3706,2026-05-24T09:06:52Z,admin,false,(organic),US,false,vertex-tech.com,free,0
acc_45c2e91e8ae8,2026-07-03T23:17:31Z,admin,false,(direct),SE,false,yahoo.com,free,0
acc_aa7c726a95c0,2026-06-05T07:38:23Z,admin,false,docs,CA,false,northapp.com,free,0
acc_385b5ea18adf,2026-04-11T13:12:18Z,agent,false,q3-search,IN,false,gmail.com,free,0
acc_1fb4570da6f4,2026-02-07T10:46:50Z,admin,false,(direct),BR,false,atlas-cloud.io,free,0
acc_16a51e8ade27,2026-05-12T14:43:02Z,agent,false,q3-search,NL,false,outlook.com,free,0
acc_64dfd765a7f8,2026-03-07T00:35:01Z,admin,false,partner-directory,ES,false,ridge-systems.com,free,0
acc_4caf295ed831,2026-03-22T17:40:16Z,owner,true,docs,DE,false,hotmail.com,team,149
acc_12cfbacd5cab,2026-05-12T13:58:50Z,agent,false,q3-search,IN,false,proton.me,free,0
acc_352ef5759d61,2026-03-20T21:02:11Z,agent,false,(organic),US,false,bright-labs.ai,free,0
acc_f73d9d0dab75,2026-07-18T06:00:56Z,admin,false,docs,US,false,glideco.co,free,0
acc_ef67231dee7c,2026-06-16T19:53:21Z,admin,false,(organic),AU,false,nimbussystems.de,free,0
acc_59720fa1e28b,2026-04-29T16:30:11Z,agent,false,q3-search,IE,false,hotmail.com,free,0
acc_c6ad496aef14,2026-07-12T16:44:35Z,admin,false,docs,US,false,hotmail.com,free,0
acc_f68f2652b4ed,2026-05-24T21:14:21Z,agent,false,partner-directory,US,false,solacegroup.co,free,0
acc_9fea920202d3,2026-04-02T08:02:15Z,owner,true,(direct),FR,false,proton.me,free,0
acc_147ae70a8bb8,2026-04-27T16:58:07Z,agent,false,q3-search,US,false,tempodigital.com,free,0
acc_c89097895d46,2026-05-09T20:41:00Z,admin,false,(organic),CA,false,yahoo.com,free,0
acc_9ba2349ee236,2026-02-09T11:24:55Z,owner,true,(direct),US,false,outlook.com,free,0
acc_eb1af42c7b90,2026-07-29T14:40:27Z,admin,false,partner-directory,DE,false,icloud.com,free,0
acc_3bb1d3900855,2026-07-16T23:10:21Z,owner,true,(direct),GB,false,icloud.com,free,0
acc_766e2dcc462b,2026-07-24T14:30:47Z,agent,false,(direct),ES,false,yahoo.com,free,0
acc_5a2f44e67118,2026-02-03T14:52:46Z,agent,false,docs,GB,false,icloud.com,free,0
acc_e4071b375b39,2026-04-07T16:11:21Z,agent,false,(organic),GB,false,ridge-io.ai,free,0
acc_017640108462,2026-03-21T13:52:50Z,agent,false,q3-search,US,false,ridgeworks.de,free,0
acc_4026b56cc472,2026-05-22T07:12:40Z,owner,true,partner-directory,GB,false,quillpartners.co,free,0
acc_c126312fcde3,2026-06-29T23:17:11Z,agent,false,(organic),NL,false,icloud.com,free,0
acc_81f8df3b8c3b,2026-06-02T20:53:32Z,agent,false,(organic),SG,false,cedar-software.com,free,0
acc_3ab1b7adfa85,2026-04-03T16:34:56Z,agent,false,(organic),GB,false,proton.me,free,0
acc_6e57e89803fe,2026-07-28T14:16:23Z,agent,false,(organic),ES,false,outlook.com,free,0
acc_c7a361d6038e,2026-03-13T16:43:54Z,agent,false,(organic),SG,false,icloud.com,free,0
acc_85f0a4e04fb9,2026-05-07T12:54:31Z,admin,false,(organic),CA,false,stacksolutions.nl,free,0
acc_d52bd24645f6,2026-06-07T21:44:12Z,agent,false,(organic),US,false,harborsolutions.com,free,0
acc_f0e43420445c,2026-07-30T09:34:52Z,agent,false,(organic),BR,false,hotmail.com,free,0
acc_8185b02b0f69,2026-04-03T10:19:53Z,agent,false,(direct),NL,false,alpine-co.co.uk,free,0
acc_bc87fe9f1e5e,2026-02-17T12:58:01Z,owner,true,(organic),AU,false,gmail.com,free,0
acc_f63944b632df,2026-07-29T13:08:21Z,owner,true,(organic),IN,false,alpinegroup.co.uk,free,0
acc_311379c29668,2026-07-06T08:08:25Z,admin,false,q3-search,US,false,lumentech.nl,free,0
acc_afe36e17c6e2,2026-02-13T16:36:47Z,agent,false,(organic),US,false,icloud.com,free,0
acc_3758c286669b,2026-07-14T20:16:12Z,owner,true,(organic),NL,false,hotmail.com,free,0
acc_18256aa6a607,2026-02-04T15:36:17Z,agent,false,docs,DE,false,tandemworks.ai,free,0
acc_0b906874d8dd,2026-07-25T11:25:23Z,agent,false,(organic),IN,false,orbit-partners.de,free,0
acc_8c0153977698,2026-04-04T08:50:38Z,agent,false,q3-search,CA,false,gmail.com,free,0
acc_ec2f2025603d,2026-03-04T14:23:10Z,owner,true,(direct),GB,false,nimbus-io.ai,free,0
acc_b5903118828d,2026-05-05T09:12:09Z,agent,false,(direct),FR,false,glidesolutions.io,free,0
acc_7e29598c3d05,2026-07-20T14:54:41Z,owner,true,docs,IN,false,ridge-app.io,free,0
acc_90d19482e6fd,2026-03-17T08:34:53Z,owner,true,docs,CA,false,summit-group.io,team,149
acc_fe210c6816c9,2026-07-07T07:52:18Z,agent,false,(organic),NL,false,alpinesolutions.com,free,0
acc_23b2f8a453b3,2026-03-05T14:13:05Z,admin,false,(organic),NL,false,nimbus-cloud.co.uk,free,0
acc_def9d513916b,2026-04-28T14:46:12Z,owner,true,(direct),US,false,tempo-solutions.de,free,0
acc_95887422ac0e,2026-05-16T11:48:18Z,agent,false,(organic),AU,false,basil-systems.co.uk,free,0
acc_306b3975cd3a,2026-06-05T17:04:00Z,agent,false,docs,US,false,icloud.com,free,0
acc_915e1f44d6e9,2026-07-28T05:03:42Z,agent,false,(direct),FR,false,marlowgroup.com,free,0
acc_dc6a3cb6266d,2026-05-02T22:02:31Z,admin,false,(direct),DE,false,vertexio.co.uk,free,0
acc_0d839b45edb9,2026-02-20T10:27:27Z,agent,false,(organic),DE,false,ridgegroup.io,free,0
acc_972b24e78de0,2026-04-10T19:39:15Z,agent,false,partner-directory,PL,false,basilsoftware.com,free,0
acc_4aa9a398836e,2026-05-17T20:22:43Z,owner,true,(direct),CA,false,basil-hq.com,free,0
acc_a0cb467e57a1,2026-05-03T12:00:46Z,owner,true,(direct),AU,false,cedarlabs.nl,free,0
acc_b2f288ed1c52,2026-05-28T18:21:18Z,owner,true,docs,IN,false,stack-co.com,free,0
acc_ce8e5620f3d0,2026-03-22T16:53:39Z,agent,false,(organic),SE,false,meridian-partners.co.uk,free,0
acc_0cc4d71eeb2f,2026-07-11T03:20:31Z,admin,false,q3-search,DE,false,quill-cloud.co,free,0
acc_92a7eed0cf93,2026-07-01T09:14:35Z,admin,false,(direct),ES,false,summitsolutions.co,free,0
acc_76558f0a1bd0,2026-03-01T08:23:45Z,agent,false,(organic),IN,false,gmail.com,free,0
acc_53b0fb885526,2026-04-21T13:31:11Z,agent,false,q3-search,US,false,orbit-software.co.uk,free,0
acc_d5d773cc6144,2026-02-08T07:03:51Z,agent,false,(organic),PL,false,yahoo.com,free,0
acc_52cbf316a668,2026-04-04T09:51:16Z,agent,false,q3-search,CA,false,atlas-group.com,free,0
acc_9e220de22ce1,2026-06-20T17:44:16Z,agent,false,(direct),BR,false,glidecloud.com,free,0
acc_33398155da0d,2026-06-26T12:55:16Z,agent,false,(direct),ES,false,latticesystems.com,free,0
acc_1fd029118fd4,2026-04-09T09:59:01Z,agent,false,(organic),GB,false,alpinesystems.com,free,0
acc_eb243f107e81,2026-07-11T23:11:14Z,agent,false,(organic),US,false,vertexgroup.co,free,0
acc_a0c758333730,2026-03-14T17:57:15Z,agent,false,(organic),US,false,icloud.com,free,0
acc_af9c81e1c6a3,2026-03-05T08:14:49Z,admin,false,(organic),CA,false,outlook.com,free,0
acc_aec8a23f63d6,2026-03-21T18:51:13Z,agent,false,(organic),IN,false,harborlabs.com,free,0
acc_dbb0525b2c41,2026-02-28T06:36:02Z,agent,false,(organic),CA,false,proton.me,free,0
acc_f0eaf48c3c22,2026-06-30T15:37:31Z,agent,false,(organic),US,false,bright-partners.co,free,0
acc_d49c921d8181,2026-05-31T10:07:56Z,owner,true,partner-directory,US,false,solaceworks.io,free,0
acc_eea7def17295,2026-07-22T07:58:43Z,agent,false,docs,NL,false,solace-partners.com,free,0
acc_86d5c2aaf209,2026-05-06T15:17:12Z,agent,false,(organic),BR,false,proton.me,free,0
acc_94396a7981f1,2026-06-18T08:59:58Z,agent,false,q3-search,ES,false,yahoo.com,free,0
acc_175188f2463e,2026-04-09T20:51:30Z,admin,false,(organic),IE,false,gmail.com,free,0
acc_76b593dc0d2d,2026-07-14T15:59:39Z,agent,false,partner-directory,US,false,stackgroup.nl,free,0
acc_3222da4654c5,2026-07-19T10:28:57Z,agent,false,docs,DE,false,copper-labs.de,free,0
